ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,PoS,Function,Level
bash1264-GB058,bash1264,GB058,0,GB058-0,,Poppe (1964:1-100),noun,possession,word
bash1264-GB059,bash1264,GB059,0,GB059-0,,Dmitriev (1948:54-58),noun,possession,word
bash1264-GB068,bash1264,GB068,0,GB068-0,Nominals are either unmarked used predicatively or take a predicative suffix indicating person and number as well as a plural number agreement suffix. Poppe (1964:87): there is no number agreement. Number of the S/A argument is not marked on the verb -> number marked on the adjective cannot be considered 'acting like verbs',Yuldashev (1981:169); Poppe (1964:87-88),adjective,non-verbal predication,word
bash1264-GB069,bash1264,GB069,0,GB069-0,,Yuldashev (1981:169),adjective,other,word
bash1264-GB070,bash1264,GB070,1,GB070-1,,Yuldashev (1997: 211); Yuldashev (1981:133-139),noun,argument marking (core),word
bash1264-GB071,bash1264,GB071,1,GB071-1,,Yuldashev (1997: 211); Yuldashev (1981:154),pronoun,argument marking (core),word
bash1264-GB072,bash1264,GB072,1,GB072-1,,Yuldashev (1997: 211); Yuldashev (1981:141-153),noun,argument marking (non-core),word
bash1264-GB073,bash1264,GB073,1,GB073-1,,Yuldashev (1997: 211); Yuldashev (1981:134),pronoun,argument marking (non-core),word
bash1264-GB074,bash1264,GB074,0,GB074-0,,Poppe (1964:1-100),other,argument marking (non-core),NP
bash1264-GB075,bash1264,GB075,1,GB075-1,,Yuldashev (1981:147),other,argument marking (non-core),NP
bash1264-GB079,bash1264,GB079,0,GB079-0,,Poppe (1964:1-100),verb,TAME+,word
bash1264-GB080,bash1264,GB080,1,GB080-1,,Yuldashev (1997: 212),verb,TAME+,word
bash1264-GB081,bash1264,GB081,0,GB081-0,,Poppe (1964:1-100),verb,TAME+,word
bash1264-GB082,bash1264,GB082,1,GB082-1,,Poppe (1964:48),verb,TAME,word
bash1264-GB083,bash1264,GB083,1,GB083-1,,Yuldashev (1981:273),verb,TAME,word
bash1264-GB084,bash1264,GB084,1,GB084-1,,Yuldashev (1997: 212),verb,TAME,word
bash1264-GB086,bash1264,GB086,0,GB086-0,"indefinite past tense marker can have perfective meaning: the speaker uses it to indicate that he can evaluate a past event only according to its result, its impact on the present, without having seen the event",Yuldashev (1981:274-275),verb,TAME,word
bash1264-GB089,bash1264,GB089,1,GB089-1,,Yuldashev (1981:393); Poppe (1964:91),verb,argument marking (core),word
bash1264-GB090,bash1264,GB090,0,GB090-0,,Poppe (1964:91),verb,argument marking (core),word
bash1264-GB091,bash1264,GB091,1,GB091-1,,Yuldashev (1981:393); Poppe (1964:91),verb,argument marking (core),word
bash1264-GB092,bash1264,GB092,0,GB092-0,,Poppe (1964:91),verb,argument marking (core),word
bash1264-GB093,bash1264,GB093,0,GB093-0,,Poppe (1964:91),verb,argument marking (core),word
bash1264-GB094,bash1264,GB094,0,GB094-0,,Poppe (1964:91),verb,argument marking (core),word
bash1264-GB095,bash1264,GB095,?,GB095-?,In reported speech S is marked as P.,Yuldashev (1981:139),verb,argument marking (core),word
bash1264-GB096,bash1264,GB096,?,GB096-?,Not mentioned.,Poppe (1964:1-100),verb,argument marking (core),word
bash1264-GB098,bash1264,GB098,?,GB098-?,Not mentioned.,Poppe (1964:1-100),verb,argument marking (core),word
bash1264-GB099,bash1264,GB099,?,GB099-?,Not mentioned.,Poppe (1964:1-100),verb,argument marking (core),word
bash1264-GB103,bash1264,GB103,0,GB103-0,,Poppe (1964:1-100),verb,argument marking (non-core),word
bash1264-GB104,bash1264,GB104,0,GB104-0,,Poppe (1964:1-100),verb,argument marking (non-core),word
bash1264-GB105,bash1264,GB105,0,GB105-0,"it is Not mentioned. in the list of functions of the dative case, which normally marks the recipient, that it can also mark the patient",Poppe (1964:36-37),verb,argument marking (non-core),word
bash1264-GB107,bash1264,GB107,1,GB107-1,,Poppe (1964:94-95),verb,negation,word
bash1264-GB108,bash1264,GB108,?,GB108-?,Not mentioned.,Poppe (1964:1-100),verb,argument marking (non-core),word
bash1264-GB109,bash1264,GB109,?,GB109-?,Not mentioned.,Poppe (1964:1-100),verb,argument marking (core),word
bash1264-GB110,bash1264,GB110,?,GB110-?,Not mentioned.,Poppe (1964:1-100),verb,TAME,word
bash1264-GB111,bash1264,GB111,?,GB111-?,Not mentioned.,Poppe (1964:1-100),verb,TAME+,word
bash1264-GB113,bash1264,GB113,1,GB113-1,,Yuldashev (1981:254),verb,valency,word
bash1264-GB114,bash1264,GB114,1,GB114-1,,Yuldashev (1997: 211),verb,valency,word
bash1264-GB115,bash1264,GB115,1,GB115-1,,Yuldashev (1997: 211),verb,valency,word
bash1264-GB116,bash1264,GB116,0,GB116-0,,Poppe (1964:1-100),verb,argument marking (core),word
bash1264-GB117,bash1264,GB117,1,GB117-1,"There is a dedicated predicative suffix on nominals used predicatively. In past tense, there is a copula.",Poppe (1964:86-87); Dmitriev (1948:51),verb,non-verbal predication,clause
bash1264-GB118,bash1264,GB118,?,GB118-?,Not mentioned.,Poppe (1964:1-100),verb,verb complex,clause
bash1264-GB119,bash1264,GB119,1,GB119-1,It is not clear whether the words can inflect.,Yuldashev (1997: 212),verb,TAME,clause
bash1264-GB120,bash1264,GB120,1,GB120-1,,Yuldashev (1997: 212),verb,TAME,clause
bash1264-GB121,bash1264,GB121,0,GB121-0,,Poppe (1964:45-52),verb,TAME,clause
bash1264-GB122,bash1264,GB122,?,GB122-?,Not mentioned.,Poppe (1964:1-100),verb,verb complex,word
bash1264-GB123,bash1264,GB123,?,GB123-?,Not mentioned.,Poppe (1964:1-100),verb,verb complex,clause
bash1264-GB124,bash1264,GB124,0,GB124-0,,Poppe (1964:1-100),verb,valency,word
bash1264-GB126,bash1264,GB126,1,GB126-1,,Dmitriev (1948:59-60),verb,non-verbal predication,clause
bash1264-GB127,bash1264,GB127,?,GB127-?,Not mentioned.,Poppe (1964:1-100),verb,non-verbal predication,clause
bash1264-GB129,bash1264,GB129,0,GB129-0,,Poppe (1964:1-100),verb,other,word
bash1264-GB131,bash1264,GB131,0,GB131-0,,Poppe (1964:94),verb,word order,clause
bash1264-GB132,bash1264,GB132,0,GB132-0,,Poppe (1964:94),verb,word order,clause
bash1264-GB133,bash1264,GB133,1,GB133-1,,Poppe (1964:94),verb,word order,clause
bash1264-GB134,bash1264,GB134,1,GB134-1,,Poppe (1964:94),not assignable,word order,clause
bash1264-GB135,bash1264,GB135,?,GB135-?,Not mentioned.,Poppe (1964:1-100),not assignable,word order,clause
bash1264-GB136,bash1264,GB136,?,GB136-?,Not mentioned.,Poppe (1964:1-100),not assignable,word order,clause
bash1264-GB137,bash1264,GB137,1,GB137-1,,Poppe (1964:94-95),verb,negation,clause
bash1264-GB138,bash1264,GB138,0,GB138-0,,Poppe (1964:94-95),verb,negation,clause
bash1264-GB139,bash1264,GB139,0,GB139-0,,Poppe (1964:94-95),verb,negation,clause
bash1264-GB140,bash1264,GB140,0,GB140-0,,Poppe (1964:88); Dmitriev (1948:59-60),verb,non-verbal predication,clause
bash1264-GB146,bash1264,GB146,?,GB146-?,Not mentioned.,Poppe (1964:1-100),noun,argument marking (core),multiple
bash1264-GB147,bash1264,GB147,1,GB147-1,,Poppe (1964:69),verb,valency,word
bash1264-GB148,bash1264,GB148,0,GB148-0,,Poppe (1964:1-100),verb,valency,word
bash1264-GB149,bash1264,GB149,0,GB149-0,,Poppe (1964:1-100),verb,argument marking (core),word
bash1264-GB150,bash1264,GB150,1,GB150-1,Not mentioned.,Poppe (1964:1-100),verb,verb complex,clause
bash1264-GB151,bash1264,GB151,0,GB151-0,,Poppe (1964:1-100),verb,argument marking (core),clause
bash1264-GB152,bash1264,GB152,1,GB152-1,"there is a suffix marking a preceding event, i.e. meaning 'before doing something'",Poppe (1964:53),verb,TAME,clause
bash1264-GB155,bash1264,GB155,1,GB155-1,,Yuldashev (1981:254-262),verb,valency,word
bash1264-GB156,bash1264,GB156,0,GB156-0,,Yuldashev (1981:254-262),verb,valency,word
bash1264-GB158,bash1264,GB158,?,GB158-?,"It is mentioned that reduplication is productive, but it is not clear, what elements are reduplicated.",Yuldashev (1997: 210),verb,TAME+,word
bash1264-GB159,bash1264,GB159,?,GB159-?,"It is mentioned that reduplication is productive, but it is not clear, what elements are reduplicated.",Yuldashev (1997: 210),noun,number,word
bash1264-GB160,bash1264,GB160,1,GB160-1,"ideophones, adverbs and adjectives are reduplicated",Yuldashev (1997: 210); Yuldashev (1981:202-203),adjective,other,word
bash1264-GB165,bash1264,GB165,0,GB165-0,,Yuldashev (1997: 211); Yuldashev (1981:117-120),noun,number,word
bash1264-GB166,bash1264,GB166,0,GB166-0,,Yuldashev (1997: 211); Yuldashev (1981:117-120),noun,number,word
bash1264-GB167,bash1264,GB167,0,GB167-0,,Yuldashev (1997: 211); Yuldashev (1981:134),pronoun,deixis,clause
bash1264-GB170,bash1264,GB170,0,GB170-0,,Poppe (1964:1-100),adjective,class agreement,NP
bash1264-GB171,bash1264,GB171,0,GB171-0,,Poppe (1964:43),demonstrative,class agreement,NP
bash1264-GB172,bash1264,GB172,0,GB172-0,,Poppe (1964:1-100),multiple,class agreement,NP
bash1264-GB177,bash1264,GB177,0,GB177-0,,Poppe (1964:1-100),verb,argument marking (core),word
bash1264-GB184,bash1264,GB184,0,GB184-0,adjectives do not agree with nouns in attributive function,Yuldashev (1981:169),adjective,number,NP
bash1264-GB185,bash1264,GB185,0,GB185-0,,Yuldashev (1981:155),demonstrative,number,NP
bash1264-GB186,bash1264,GB186,0,GB186-0,,Poppe (1964:1-100),article,number,NP
bash1264-GB187,bash1264,GB187,1,GB187-1,,Poppe (1964:62),noun,denominal derivation,word
bash1264-GB188,bash1264,GB188,?,GB188-?,Not mentioned.,Poppe (1964:1-100),noun,denominal derivation,word
bash1264-GB192,bash1264,GB192,0,GB192-0,,Poppe (1964:1-100),multiple,class agreement,clause
bash1264-GB196,bash1264,GB196,0,GB196-0,,Yuldashev (1981:134),pronoun,deixis,word
bash1264-GB197,bash1264,GB197,0,GB197-0,,Yuldashev (1981:134),pronoun,deixis,word
bash1264-GB198,bash1264,GB198,0,GB198-0,,Poppe (1964:1-100),numeral,class agreement,NP
bash1264-GB204,bash1264,GB204,1,GB204-1,,Poppe (1964:85),other,quantification,multiple
bash1264-GB250,bash1264,GB250,0,GB250-0,,Dmitriev (1948:59-60),verb,non-verbal predication,clause
bash1264-GB252,bash1264,GB252,1,GB252-1,,Poppe (1964:95),multiple,non-verbal predication,clause
bash1264-GB253,bash1264,GB253,0,GB253-0,,Dmitriev (1948:59-60),multiple,non-verbal predication,clause
bash1264-GB254,bash1264,GB254,1,GB254-1,,Dmitriev (1948:59-60),multiple,non-verbal predication,clause
bash1264-GB256,bash1264,GB256,0,GB256-0,,Dmitriev (1948:59-60),multiple,non-verbal predication,clause
bash1264-GB257,bash1264,GB257,1,GB257-1,"controversial sources. According to Poppe (1964:95-96), a question particle is obligatory.",Yuldashev (1997: 215); Poppe (1964:95-96),not assignable,interrogation,clause
bash1264-GB260,bash1264,GB260,0,GB260-0,,Poppe (1964:95-96),multiple,interrogation,clause
bash1264-GB262,bash1264,GB262,0,GB262-0,,Poppe (1964:95-96),particle,interrogation,clause
bash1264-GB263,bash1264,GB263,1,GB263-1,,Poppe (1964:95-96),particle,interrogation,clause
bash1264-GB264,bash1264,GB264,0,GB264-0,,Poppe (1964:95-96),particle,word order,clause
bash1264-GB265,bash1264,GB265,0,GB265-0,,Poppe (1964:85); Yuldashev (1981:195),verb,non-verbal predication,clause
bash1264-GB266,bash1264,GB266,1,GB266-1,,"Poppe (1964:36, 85); Yuldashev (1981:195)",multiple,non-verbal predication,clause
bash1264-GB270,bash1264,GB270,0,GB270-0,,Poppe (1964:85); Yuldashev (1981:195),multiple,non-verbal predication,clause
bash1264-GB273,bash1264,GB273,0,GB273-0,,Poppe (1964:85); Yuldashev (1981:195),particle,non-verbal predication,clause
bash1264-GB275,bash1264,GB275,1,GB275-1,not obligatory,Poppe (1964:85); Yuldashev (1981:195),adjective,non-verbal predication,word
bash1264-GB276,bash1264,GB276,0,GB276-0,,Poppe (1964:85); Yuldashev (1981:195),particle,non-verbal predication,clause
bash1264-GB285,bash1264,GB285,0,GB285-0,,Poppe (1964:85); Yuldashev (1981:195),multiple,interrogation,clause
bash1264-GB286,bash1264,GB286,0,GB286-0,,Poppe (1964:95-96),verb,interrogation,clause
bash1264-GB291,bash1264,GB291,0,GB291-0,,Poppe (1964:95-96),not assignable,interrogation,clause
bash1264-GB296,bash1264,GB296,1,GB296-1,,Yuldashev (1981:349),other,other,word
bash1264-GB297,bash1264,GB297,0,GB297-0,,Poppe (1964:95-96),verb,interrogation,clause
bash1264-GB298,bash1264,GB298,0,GB298-0,only negation in nominal predication,Poppe (1964:94-95),verb,negation,clause
bash1264-GB299,bash1264,GB299,0,GB299-0,only negation of predicative possession,Poppe (1964:94-95),particle,negation,clause
bash1264-GB300,bash1264,GB300,?,GB300-?,Not mentioned.,Poppe (1964:1-100),verb,TAME+,word
bash1264-GB301,bash1264,GB301,?,GB301-?,most probably yes,Poppe (1964:93),multiple,deixis,clause
bash1264-GB302,bash1264,GB302,0,GB302-0,,Poppe (1964:1-100),particle,valency,clause
bash1264-GB303,bash1264,GB303,0,GB303-0,,Poppe (1964:1-100),particle,valency,clause
bash1264-GB304,bash1264,GB304,?,GB304-?,Not mentioned.,Poppe (1964:1-100),multiple,valency,clause
bash1264-GB305,bash1264,GB305,?,GB305-?,Not mentioned.,Poppe (1964:1-100),pronoun,valency,word
bash1264-GB306,bash1264,GB306,?,GB306-?,Not mentioned.,Poppe (1964:1-100),pronoun,valency,word
bash1264-GB309,bash1264,GB309,0,GB309-0,multiple future tenses do not distinguish distance from Time of Reference,Poppe (1964:45-52),verb,TAME,clause
bash1264-GB312,bash1264,GB312,1,GB312-1,,Yuldashev (1997: 212),verb,TAME,word
bash1264-GB313,bash1264,GB313,1,GB313-1,It is not clear whether possessive pronouns are used adnominally/attributively or predicatively.,Yuldashev (1997: 212); Dmitriev (1948:59-60); Yuldashev (1981:160),pronoun,possession,word
bash1264-GB314,bash1264,GB314,0,GB314-0,,Poppe (1964:1-100),multiple,class agreement,word
bash1264-GB315,bash1264,GB315,0,GB315-0,,Poppe (1964:1-100),multiple,class agreement,word
bash1264-GB316,bash1264,GB316,0,GB316-0,,Yuldashev (1997: 211); Yuldashev (1981:117-120),particle,number,NP
bash1264-GB317,bash1264,GB317,0,GB317-0,,Yuldashev (1997: 211); Yuldashev (1981:117-120),particle,number,NP
bash1264-GB318,bash1264,GB318,0,GB318-0,,Yuldashev (1997: 211); Yuldashev (1981:117-120),particle,number,NP
bash1264-GB319,bash1264,GB319,0,GB319-0,,Yuldashev (1997: 211); Yuldashev (1981:117-120),particle,number,NP
bash1264-GB320,bash1264,GB320,0,GB320-0,,Yuldashev (1997: 211); Yuldashev (1981:117-120),particle,number,NP
bash1264-GB321,bash1264,GB321,0,GB321-0,,Poppe (1964:1-100),multiple,class agreement,word
bash1264-GB322,bash1264,GB322,0,GB322-0,,Poppe (1964:1-100),verb,TAME,clause
bash1264-GB323,bash1264,GB323,0,GB323-0,,Poppe (1964:1-100),verb,TAME,clause
bash1264-GB324,bash1264,GB324,0,GB324-0,,Yuldashev (1981:157-158),verb,interrogation,clause
bash1264-GB325,bash1264,GB325,0,GB325-0,,Yuldashev (1981:157),particle,quantification,word
bash1264-GB326,bash1264,GB326,0,GB326-0,,Yuldashev (1981:157-158); Poppe (1964:95-96),not assignable,word order,clause
bash1264-GB327,bash1264,GB327,0,GB327-0,,Poppe (1964:1-100),not assignable,word order,clause
bash1264-GB328,bash1264,GB328,1,GB328-1,,Poppe (1964:94),not assignable,word order,clause
bash1264-GB329,bash1264,GB329,0,GB329-0,,Poppe (1964:1-100),not assignable,word order,clause
bash1264-GB330,bash1264,GB330,0,GB330-0,,Poppe (1964:1-100),not assignable,word order,clause
bash1264-GB331,bash1264,GB331,0,GB331-0,,Poppe (1964:1-100),not assignable,word order,clause
bash1264-GB333,bash1264,GB333,1,GB333-1,,Yuldashev (1981:161),other,quantification,word
bash1264-GB334,bash1264,GB334,0,GB334-0,,Yuldashev (1981:161),other,quantification,word
bash1264-GB335,bash1264,GB335,0,GB335-0,,Yuldashev (1981:161),other,quantification,word
bash1264-GB336,bash1264,GB336,0,GB336-0,,Yuldashev (1981:161),noun,quantification,word
bash1264-GB400,bash1264,GB400,?,GB400-?,Not mentioned.,Poppe (1964:1-100),verb,TAME,clause
bash1264-GB401,bash1264,GB401,?,GB401-?,Not mentioned.,Poppe (1964:1-100),verb,valency,clause
bash1264-GB402,bash1264,GB402,?,GB402-?,Not mentioned.,Poppe (1964:1-100),verb,TAME+,word
bash1264-GB403,bash1264,GB403,?,GB403-?,Not mentioned.,Poppe (1964:1-100),verb,TAME+,word
bash1264-GB408,bash1264,GB408,1,GB408-1,,Yuldashev (1997: 211),multiple,argument marking (core),clause
bash1264-GB409,bash1264,GB409,?,GB409-?,Not mentioned.,Poppe (1964:1-100),multiple,argument marking (core),clause
bash1264-GB410,bash1264,GB410,1,GB410-1,"Zero-suffix, i.e., the basic form of a substantive, functions as the subject and direct-object form.",Poppe (1964:35),multiple,argument marking (core),clause
bash1264-GB415,bash1264,GB415,0,GB415-0,,Yuldashev (1981:134),pronoun,deixis,word
bash1264-GB421,bash1264,GB421,?,GB421-?,Not mentioned.,Poppe (1964:1-100),not assignable,word order,clause
bash1264-GB422,bash1264,GB422,?,GB422-?,Not mentioned.,Poppe (1964:1-100),not assignable,word order,clause
bash1264-GB430,bash1264,GB430,0,GB430-0,,Dmitriev (1948:54-58),multiple,possession,word
bash1264-GB431,bash1264,GB431,0,GB431-0,,Dmitriev (1948:54-58),multiple,possession,word
bash1264-GB432,bash1264,GB432,1,GB432-1,,Dmitriev (1948:54-58),multiple,possession,word
bash1264-GB433,bash1264,GB433,1,GB433-1,,Dmitriev (1948:54-58),multiple,possession,word
bash1264-GB519,bash1264,GB519,0,GB519-0,It is not clear whether the words can inflect.,Poppe (1964:45-52),particle,TAME,clause
bash1264-GB520,bash1264,GB520,0,GB520-0,,Poppe (1964:45-52),particle,TAME,clause
bash1264-GB521,bash1264,GB521,0,GB521-0,,Poppe (1964:45-52),particle,TAME,clause
bash1264-GB522,bash1264,GB522,1,GB522-1,,Yuldashev (1981:394),not assignable,argument marking (core),clause
bash1264-TE003,bash1264,TE003,1,TE003-1,,Poppe (1964:19); Yuldashev (1997:208),not assignable,phonological distinctiveness,phonological shape
bash1264-TE004,bash1264,TE004,0,TE004-0,,Poppe (1964:19); Yuldashev (1997: 208-210),not assignable,phonological distinctiveness,phonological shape
bash1264-TE005,bash1264,TE005,0,TE005-0,,Yuldashev (1981:60),not assignable,phonological distinctiveness,phonological shape
bash1264-TE006,bash1264,TE006,0,TE006-0,,Yuldashev (1981:56),not assignable,phonological distinctiveness,phonological shape
bash1264-TE007,bash1264,TE007,0,TE007-0,,Yuldashev (1997: 209); Yuldashev (1981:64-66),not assignable,phonological distinctiveness,phonological shape
bash1264-TE008,bash1264,TE008,1,TE008-1,,Yuldashev (1997: 208); Yuldashev (1981:44),not assignable,phonological distinctiveness,phonological shape
bash1264-TE018,bash1264,TE018,0,TE018-0,,Yuldashev (1997: 211); Yuldashev (1981:134),pronoun,phonological distinctiveness,phonological shape
bash1264-TE019,bash1264,TE019,1,TE019-1,,Yuldashev (1981:154),pronoun,phonological distinctiveness,phonological shape
bash1264-TE027,bash1264,TE027,0,TE027-0,,Yuldashev (1981:154-155),pronoun,deixis,word
bash1264-TE031,bash1264,TE031,1,TE031-1,,Poppe (1964:28),not assignable,phonological distinctiveness,phonological shape
bash1264-TE037,bash1264,TE037,1,TE037-1,,Yuldashev (1981:44),not assignable,phonological distinctiveness,phonological shape
bash1264-TE038,bash1264,TE038,1,TE038-1,,Poppe (1964:28),not assignable,phonological distinctiveness,phonological shape
bash1264-TE039,bash1264,TE039,0,TE039-0,,Poppe (1964:6-7),not assignable,phonological distinctiveness,phonological shape
bash1264-TE050,bash1264,TE050,0,TE050-0,,Poppe (1964:80),noun,number,NP
bash1264-TE052,bash1264,TE052,1,TE052-1,,Yuldashev (1981:134-135),multiple,argument marking (core),word
bash1264-TE053,bash1264,TE053,0,TE053-0,,Yuldashev (1981:141); Poppe (1964:36),multiple,argument marking (non-core),word
bash1264-TE054,bash1264,TE054,1,TE054-1,,Poppe (1964:95-96),multiple,interrogation,clause
bash1264-TE059,bash1264,TE059,0,TE059-0,,"Yuldashev (1981:245, 254)",verb,valency,word
bash1264-TE066,bash1264,TE066,1,TE066-1,,Poppe (1964:46),verb,TAME,word
bash1264-TE078,bash1264,TE078,?,TE078-?,,Poppe (1964:1-100),not assignable,phonological distinctiveness,phonological shape
bash1264-TS001,bash1264,TS001,1,TS001-1,,Poppe (1964:80),not assignable,word order,NP
bash1264-TS002,bash1264,TS002,0,TS002-0,,Poppe (1964:80),not assignable,word order,NP
bash1264-TS003,bash1264,TS003,1,TS003-1,,Yuldashev (1981:155),not assignable,word order,NP
bash1264-TS004,bash1264,TS004,0,TS004-0,,Yuldashev (1981:155),not assignable,word order,NP
bash1264-TS005,bash1264,TS005,1,TS005-1,,Dmitriev (1948:54-58),not assignable,word order,NP
bash1264-TS006,bash1264,TS006,1,TS006-1,,Dmitriev (1948:54-58),not assignable,word order,NP
bash1264-TS007,bash1264,TS007,1,TS007-1,,Yuldashev (1997:214); Yuldashev (1981:169),not assignable,word order,NP
bash1264-TS008,bash1264,TS008,0,TS008-0,,Yuldashev (1997:214); Yuldashev (1981:169),not assignable,word order,NP
